c_id	c_text	date	author_id	like_count	quote_count	retweet_count	reply_count
1384947869032099800	@DieterCronenbe1 @Beatrix_vStorch Dieter das Leben ist viel schlimmer	2021-04-21T19:11:17Z	1237853952596574200	0	0	0	0
1391754744469803e3	@FlugschuleE wie können die eigentlich immer so grenzenlos überzeugt von ihrem Müll sein.... wenn die nicht mal ihre eigene Familie von dem Schwachsinn überzeugen können. 😆beim veganen Nazi-Suppenkasper ist es meines Wissens nach ja ähnlich	2021-05-10T13:59:23Z	3291322954	0	0	0	0
1389237199518982100	@Grund_gesetzt Wenn Linksradikale randalieren müssen die Querdenker verboten werden. Die Logik einer linksradikalen ideologischen Gesellschaft.	2021-05-03T15:15:33Z	799322392208298e3	0	0	0	0
1387329655598878700	@Genossin_Anetta @Karl_Lauterbach Selten dämlicher Kommentar	2021-04-28T08:55:39Z	757295248452292600	19	0	0	0
140403030047744e4	@HWurstboy @sunstar1606 @Laika66753508 @reitschuster Wow, was für ein Cretin sind Sie?	2021-06-13T10:58:03Z	1334195751753277400	0	0	0	1
1386924312041595e3	"@BolligGreta Guten Morgen liebe Greta!🤗Sind schon die neuen Linien dabei? Wechselst du dafür den Bus oder klapperst du die Routen mit einem Bus ab?
Wird ein anstrengender Tag! Ich denk an dich!💕🙋‍♀️"	2021-04-27T06:04:58Z	1245672744001437700	1	0	0	0
1403692113842393e3	@Markus_Soeder Dankeschön! Auch meinerseits: auf gute Zusammenarbeit!	2021-06-12T12:34:13Z	702495475275079700	79	0	3	11
1387676047110549500	@Hans456789 @Karl_Lauterbach Bitte aber nicht vergessen die unzähligen geretteten Leben dagegenzurechnen. In der Politik ist bestimmt vieles falsch, da Suizid, Gewalt, Depression etc nicht mit bewertet werden. Impfen ist sicherlich auch kontrovers, aber nicht schwarz/weiß, wie in ihrem Post	2021-04-29T07:52:06Z	883631717361352700	0	0	0	0
1393191616354168800	@ichfragemichge1 @fdp @c_lindner Wie schätzen eben den Wählerwillen &amp; werfen unsere Überzeugungen nicht über Bord. Alles andere zeugt von einer Geringschätzung des Wählerwillens.	2021-05-14T13:09:00Z	1021041111324819500	10	0	0	10
1385230622050988e3	Liebe Querdenker, Ihr habt gesagt, Bill Gates würde uns einen Chip implantieren mit den Impfungen. Ihr habt totalen Müll erzählt. Meine 5G-Verbindung läuft gar nicht, ich kann mit meinem Oberarm immer noch nicht bezahlen und Weltraumradio läuft auch nicht. Ihr seid doof.	2021-04-22T13:54:51Z	19585688	4	0	0	1
1404112265524228e3	@KoroBaer @HToenne @MalteKaufmann Lustig nur, dass Euch die Frauen weglaufen. https://t.co/67rQopCoRw	2021-06-13T16:23:45Z	973289607398940700	0	0	0	1
1398563305296482300	da regiert ihr oder? @spdde @Die_Gruenen #Antisemitismus #Islamismus #RotGrün https://t.co/YNavep8uYd	2021-05-29T08:54:10Z	4351697956	2	0	0	0
1388516309323878400	@Economicus @TeamKenFM @CoronaAusschuss Sehe ich anders. Die #FFF Kids sind doch genauso instrumentalisiert, wie die Coronajünger.	2021-05-01T15:31:00Z	1021444541054939100	0	0	0	0
1388864788739022800	@reitschuster Schreiben sie eigentlich auch noch etwas selbst? Warum öffnen sie nicht einfachen ihren Rechten Blog für ihre ganzen ausgedachten Gastautoren und aufmerksamen Leser.... Herr Reitschuster jeder weiss das sie ihre Ideologie hier verbreiten und es keine Gastautoren gibt..	2021-05-02T14:35:44Z	1359777873817706500	16	0	0	10
1388999476359147500	@mariebreizh56 @reitschuster Und schon beginnen die Verschwörungstheorien. Es hört nicht auf. Ist eine Regierungschefin weg, wird die potentiell nächste mit Verschwörungs Mist überschüttet. Damit ja dieses Verschwörungs-Narrativ aufrechterhalten werden kann	2021-05-02T23:30:56Z	186813764	31	0	1	13
1406562848508199e3	@Xrxtn @Alice_Weidel @UweJunge Was? Wo wirst DU denn diskriminiert? Wirst du etwa von homosexuellen Menschen auf der Straße zusammengeschlagen, weil du einen Mann küsst, oder wie? Oder macht die AfD über deine Eheform regelmäßige Debatten? Wie soll ich das verstehen?!	2021-06-20T10:41:30Z	1344050068979069e3	1	0	0	0
1384244403380711400	@PolizeiSachsen Ihr könnt euch eure Rechtfertigung sparen! Das Video zeigt deutlich, was ihr für ein hinterhältiger Haufen seid! Ihr könnt den alten Vopos auf die Schultern klopfen! Hoffentlich bekommt ihr genug Anzeigen! Meinen Respekt habt ihr verspielt!	2021-04-19T20:35:58Z	1035280958134648800	15	0	1	0
1384203406282084400	"@Napoca71 @nordzebra @AliCologne Korruption so gehäuft und auffällig wie bei CDUCSU gab es in den  letzten Jahren sonst  nicht..von der AfD mal abgesehen! 
Zum ""Besser machen"" - da behaupte ich das Gegenteil-   ohne es beweisen zu können so wie du!"	2021-04-19T17:53:03Z	1203336621619400700	0	0	0	1
1405074754864877600	@Gewaltpeter @davidbest95 @greenpeace_de Wer kennt es nicht VW e.V.	2021-06-16T08:08:21Z	184478502	0	0	0	0
1393602438431756300	@CHSievers Sie machen sich unbeliebt, wenn sie relativ Israel streitkräfte kritisch verhalten! Es kostet Ihnen Ihre Profit und Image, wenn Sie nicht Pro IDF twittern.	2021-05-15T16:21:27Z	952373490581155800	0	0	0	0
1388503242041135e3	"Anstatt das Impfen zu erleichtern, gibt es Erleichterungen für Geimpfte (?)
#SpaltungderGesellschaft #Impfprivilegien #Impfneid #Impfausweis"	2021-05-01T14:39:04Z	1378312570831011800	0	0	0	0
1387420218914443300	@tobi_totts @Cassiopaia18 @stefan1531 @Hans456789 @Karl_Lauterbach Siehst des wegen glaubst du ja an die schrecklichste Pandemie des Jahrhunderts, du kommst der Holschuld  = Wissen nicht nach, also lass dich impfen. Der Rest erledigt dann die natürliche auslese.	2021-04-28T14:55:31Z	1312412145158697e3	0	0	0	2
1400905650289451e3	"@shoutingcassy @younes4t1 @dutschman @ABaerbock Die vollständige Entkopplung von Ressourcen und Wachstum ist derzeit nichts als reine Theorie. Natürlich kann man sich alles herbeiphantasieren. 

Was derzeit definitiv der Fall ist, ist dass Wachstum massiv auf die nicht eingepreisten Ressourcen und zu Lasten der Umwelt geht."	2021-06-04T20:01:49Z	1136343846143582200	1	0	0	1
1398929015432429600	@RonnySchultz3 @welt Exakt so ist es. #Querdenker, die aus der halben Republik zu Spreaderevents anreisen, sich ihre Infektion abholen und sie zuhause weiterverbreiten.	2021-05-30T09:07:22Z	68757774	10	0	0	12
1391636738225983500	"@plus_eins_plus @reitschuster Oh, dann lügt Pfizer auf seiner Webseite? 🤔
Sie langweilen mich mit Ihrem Halbwissen. Lassen Sie es!"	2021-05-10T06:10:28Z	1053412220	1	0	0	1
1406583184192684e3	@TechDad1977 @Xrxtn @philopolist @Alice_Weidel @UweJunge Dafür fühlen sich andere durch ne Kekssorte, die nach einem Kontinent benannt ist, getriggert. Jedem seinen Trigger! 👍🏻🤣	2021-06-20T12:02:18Z	1391792948346564600	0	0	0	1
1386953358540476400	@Alice_Weidel @Karl_Lauterbach Nochmals gute Besserung. Aber seriöse Berichterstattung muss man sich auch durch seriösen Benehmen verdienen. Aber das wird wohl noch dauern. Erstmal sollten sie alle Rechtsradikalen unter ihren Mitgliedern loswerden	2021-04-27T08:00:23Z	1238540218971697200	16	0	0	11
1389283871309680600	@UrsulaSchroete2 @welt Und übrigens wir sind Flüchtlinge weil christen gejagt wurden wie wilde Hunde. Und diese komischen kz Vergleiche können sie sich sonst wo hin stecken. Sie sind wie diese „ich kann kein nazi sein ich kenne einen schwarzen“ Leute 💁‍♂️ liebe afd als der Rest der Bagage	2021-05-03T18:21:01Z	1237829241401737200	0	0	0	0
1.3928667706467041e+018	@Artizan06902279 @milliyetci69 @ArminLaschet @DrGilYaron Deutsche Kinder schießen in der Regel keine Raketen auf Nachbarstaaten...	2021-05-13T15:38:10Z	1358993010	0	0	0	1
1394610292080840700	@crushedshots @AnneFabri1 @DrStrompen @ZentralratJuden Deutsche sollen das sein :D	2021-05-18T11:06:18Z	1157238142908293e3	1	0	0	0
1406574599979077600	"@Xrxtn @Alice_Weidel @UweJunge Hm, ich bin ""normal-hetero"" und ich fühle mich durch die Regenbogenbinde nicht diskriminiert. Aber das liegt wahrscheinlich daran, dass ich über Einfühlungsvermögen verfüge."	2021-06-20T11:28:12Z	2965677023	44	0	0	0
1384246503640756200	"Ich weiß nicht, wie oft ich in den letzten Wochen gehört hab, das die Union ganz schnell eine Einigung herbei führen will. (O`Ton Laschet)
Aber es kommt nur warme Luft!! Nicht mal heiße Luft!!!
Kommt endlich zu Potte und tut was!!!🤬"	2021-04-19T20:44:19Z	825102259939897300	14	0	0	0
1386603254696628200	@vancaedin @georgrestle Lol, der ist gut. 🙂👍	2021-04-26T08:49:12Z	1305945048064962600	1	0	0	0
1406753568699437e3	@Karl_Lauterbach Das ist ziemlicher Blödsinn. Die meisten davon wären sowieso gestorben. Und vor allem wären auch ohne Maßnahmen nicht mehr gestorben.	2021-06-20T23:19:21Z	1364685157526089700	16	0	1	11
1389371139357614e3	"Da ist man nicht mehr selber schuld, da wars dann die Merkel, der Deep State, Echsen Menschen, aber niemals, man selber!

Dabei kann man nur an seinen eigenen Fehlern wachsen!"	2021-05-04T00:07:47Z	102519200	0	0	0	0
1391693078659051500	"@isaimwlanland verweist auf die Quelle für ihren „Beleg“ zu Neubauers Antisemitismus-Vorwurf.

Dummerweise zeigt die Quelle dieses Fazit:
„Nein, Hans-Georg Maaßen ist meines Wissens kein Antisemit und kein Holocaustleugner.“

🤔

5 Minuten googeln? Mit ideologischen Scheuklappen! https://t.co/IoN7i2FR9W"	2021-05-10T09:54:21Z	1630179714	0	0	0	0
1403674479679754200	@DemokratDer @manuelak62 Ach schau, dieses Handsymbol taucht aber auch ÜBERALL auf und immer so platziert, das man nicht übersehen kann...	2021-06-12T11:24:09Z	3159095159	4	0	1	3
1391748522001719300	"@Momentsinthe @annewill Antisemismus, NAZI, Auslaenderfeind, Rassist im inflationären  Sprachgebrauch und als ""Letztschlagwaffe"" einer grenzdebilen, argumentationsverarmenten  möchtegern Elite, die niemand gerufen hat und niemand braucht auf intellektueller Geisterfahrt...."	2021-05-10T13:34:39Z	1376143001550995500	0	0	0	0
1387106212626550800	@XClaas Auch wenn ich soweit zustimme, dass Gewalt das allerletzte Mittel sein sollte um sich oder andere zu schützen, glaube ich nicht das sie realistisch verfolgt haben,wie in den letzten Monaten gegen teils aggressive Querdenker die sich nicht an Auflagen hielten vorgegangen wurde und	2021-04-27T18:07:46Z	1042068283913109500	1	0	0	1
1402900744190283800	@janboehm Die Partei - denn sie ist sehr gut https://t.co/jsM1Xdlblp	2021-06-10T08:09:36Z	81143036	1364	3	18	14
1406541141001003e3	@Xrxtn @Alice_Weidel @UweJunge wie wird denn diskriminiert?	2021-06-20T09:15:14Z	1367439053528907800	1	0	0	0
1384276313792417800	@ProphetFiery @robinalexander_ @welt Abwarten. Ich hoffe zwar auf Baerbock oder Scholz, aber Laschet ist nicht zu unterschätzen. Mit ihm als Kanzler könnte ich trotzdem besser leben als mit Söder.	2021-04-19T22:42:46Z	1092550172826050600	3	0	0	1
1388201682622877700	"@MiKellner Die CDU hat sich unmissverständlich gegen eine Koalition mit der AfD ausgesprochen.
Wo ist die Absage der GRÜNEN an die LINKE?"	2021-04-30T18:40:47Z	3063892271	491	2	35	18
1397581404674961400	"@tomber44 Hi Lichtgestirn!
VW versucht sich als fortschrittlich im Thema E-Mobilität und Klimaschutz darzustellen, verkauft aber gleichzeitig Millionen Verbrenner und will den Anteil an klimaschädlichen SUVs an seinen Verkäufen weiter erhöhen."	2021-05-26T15:52:27Z	8447362	24	5	2	78
1386569272705572900	@emilwage @Jr6en1 @Karl_Lauterbach Ich hab leider kein Telegram, ich hatte aber gehofft, dass uns Jürgen mit seinen fundierten Telegram Quellen überzeugen kann... kam nur leider nichts	2021-04-26T06:34:10Z	783578622	0	0	0	0
1393484109184372700	"„Großbritannien erneut zum Risikogebiet…“

Corona weltweit - Boris Johnson: Indische Virus-Mutante bedroht weitere Öffnungspläne (via @SZ) https://t.co/jtYnjJBaum"	2021-05-15T08:31:15Z	68195206	0	0	1	0
1392239127454752800	@milliyetci69 @ArminLaschet @DrGilYaron @Report_Antisem	2021-05-11T22:04:09Z	1381336853618565e3	0	0	0	0
1403693334233849900	@Karl_Lauterbach @sallystarken @ralphruthe Mir würde reichen, wir lernen erst mal #SOFORT was #Deltavariante in den nächsten Wochen bedeutet 🤷‍♀️🤷‍♀️🤷‍♀️	2021-06-12T12:39:04Z	757204857686196200	9	0	0	11
1396482569252790300	"@leuchtet_helle @charlottelokal Die #ZeugenCoronas müssen ebenfalls therapiert werden nach Entlassung und Inhaftierung der politisch und medial Verantwortlichen für die durch Maßnahmen geschaffene größte Katastrophe nach dem letzten Weltkrieg.
#MerkelMussWeg #HaftFuerAlle"	2021-05-23T15:06:04Z	126100168	0	0	0	0
1388459182362345500	@Senohrady @stonroklas @diktator Achso,  ja, verständlich. Aber Mitfreuen hilft gegen Impfneid 😁	2021-05-01T11:44:00Z	887749728775147500	4	0	0	1
1385350027158118400	Ab Jan Josef #Liefers kenn ich in der Liste keine Sau 🤷‍♂️ #allesdichtmachen #niewiederaufmachen https://t.co/aLrX9Re95T	2021-04-22T21:49:19Z	1246369794670178300	1	0	0	1
1397894044957749200	Ich will diese komische AFD Fuß Frau nicht mehr auf meiner TL haben ich wünschte ich könnte Bilder muten	2021-05-27T12:34:46Z	1291768717	34	0	4	4
1397580493013627e3	@MelBurn02025218 @veritas60756463 @Karl_Lauterbach das rate ich eher Ihnen. Ich informiere mich auf anderen Kanälen und da werden täglich neue Nebenwirkungen und Sterbefälle etc. mitgeteilt. Wenn ich täglich sowas lesen muss und angenommen nur die Hälfte davon stimmt, dann ist das trotzdem noch überdurchschnittlich viel.	2021-05-26T15:48:49Z	1.3758491951443681e+018	0	0	0	1
1406573915028217900	@Xrxtn @Alice_Weidel @UweJunge Jeder kann tragen was er will, solange man niemanden diskriminiert, unterdrückt oder ähnliches...	2021-06-20T11:25:28Z	1039534812	1	0	0	0
1387361674286534700	@leipzig04349 @WagenMehr @T_Emmert @Karl_Lauterbach Ok, Sie sind mir dann irgendwie doch zu langweilig in der Diskussion und tragen nicht wirklich etwas bei. Nicht persönlich gemeint, aber..block.	2021-04-28T11:02:53Z	805172677	0	0	0	0
1406558021111648300	"@Thetruewitch @Xrxtn @Alice_Weidel @UweJunge Dein Kommentar setzt voraus, dass Neuer das selbst entschieden hat und nur für sich spricht … 🤔 
Kam das vom DFB war ist es keine Meinungsfreiheit mehr."	2021-06-20T10:22:19Z	784731508779122700	0	0	0	0
1391758226463539200	@annewill Warum jetzt dieser Kniefall vor Rechtstwitter?	2021-05-10T14:13:13Z	1209394273080238e3	5	0	0	2
1391693126536925200	@ColMastermann @FlugschuleE Die haben die kritische Masse längst erreicht, nur eben nicht diejenige, mit der sie ihre Forderungen komplett durchsetzen könnten. Dafür diejenige, mit der  Öffnungsfanatiker wie Laschet sich berufen fühlten, den maximalen Schaden für Deutschland anzurichten.	2021-05-10T09:54:32Z	1334554875972169700	1	0	0	0
1404912906941223e3	@greenpeace_de @polizei_nrw_do @polizeiberlin @PolizeiMuenchen @polizei_nrw_du Kann ich Greenpeace wegen dieser Aktion anzeigen? Wegen der Gefährdung der Allgemeinheit.	2021-06-15T21:25:13Z	1261066334491852800	665	0	5	10
1391723060194123800	Ich find das so behindert wenn man jemanden fragt woher man kommt und die mit:,, Ich bin stolze/r. (Nationalität)“  antwortet.  AMINA KOYDUMUN COCUG was für Stolz du dummer bastard	2021-05-10T11:53:29Z	1368979958	7	0	0	1
1390727125133627400	Warum sind eigentlich so viele Menschen, absolute Wixxer und sprechen trans Personen absichtlich mit dem falschen Pronomen an. Könnt ich mittlerweile einfach in den Bildschirm hauen vor Wut auf solche Idioten. Als ob Respekt so schwer ist vor anderen Menschen.	2021-05-07T17:55:59Z	2829829805	0	0	0	0
1394363870634987500	"@Ichbins2009 @DrStrompen @ZentralratJuden Was laberst du da ich kenne nicht einen deutschen der so einen hass Juden gegenüber an den Tag legt ...
Lügner"	2021-05-17T18:47:07Z	1193802565860896800	1	0	0	1
13942352492201e5	"Unicef: Reiche Staaten sollten der Covax-Initiative mehr Impfstoffdosen überlassen

Laut dem Kinderhilfswerk der Vereinten Nationen, Unicef, könnten reiche Länder der Covax-Initiative mehr als 150 Millionen Impfstoffdosen zur Verfügung stellen, ohne

https://t.co/87geS2fY1B https://t.co/pbFN3BRts4"	2021-05-17T10:16:01Z	1375524670745817e3	0	0	0	0
1402901578215039e3	@janboehm Wenn wir eine Veränderung wollen, müssen wir in Zukunft die Grünen wählen. Die anderen Parteien werden NICHTS verändern.	2021-06-10T08:12:55Z	1364203893345943600	32	0	0	22
1391687596963680300	@HeikoMaas Heiko Maas unterstützt ein Terrorregime das Israel auslöschen will!  Was für ein ekelhafter Heuchler und Antisemit🤮🤮🤮👎👎👎 https://t.co/Pq6v4osdgu	2021-05-10T09:32:34Z	1375685281328861200	1	0	0	0
1392948402653171700	@_FriedrichMerz @BVB Zuschauer*innen bitte Herr Merz.	2021-05-13T21:02:33Z	1072501414621077500	108	0	0	10
1405060814697111600	"@greenpeace_de Wir alle machen Fehler.
Ihr kämpft jeden Tag für uns alle, das wollen die meisten Menschen leider nicht verstehen.
Danke Greenpeace für eure Tolle Arbeit, ich unterstütze euch weiter hin gerne.😍"	2021-06-16T07:12:57Z	381636982	21	0	2	10
1384266688175087600	@DieRaffa AKK u Merkel waren jetzt auch nicht so das dream team	2021-04-19T22:04:31Z	1365199786853470200	0	0	0	0
1397285707870318600	@cem_oezdemir raum bei diesem Zitat. Es könnte von Rosa Luxemburg stammen und wäre nicht weniger rassistisch. Es spielt keine Rolle, in welchem Kontext es gesagt wurde. Sie bedienen das gleiche antiarabische Vorurteil, wie die von Ihnen so vehement bekämpfte AfD. Spätestens m. den Kommentar /2	2021-05-25T20:17:27Z	1274449533263581200	0	0	0	0
1391819125975048200	@Hagen @HGMaassen Kein Kommentar von der Regierung? Kein Aufschrei bei den Parteien? Wo bleibt Lindner, der überall dazwischen grätscht? Was ist mit Frau #Merkel ? Das sind eindeutig rechtsextreme und kriegsverherrlichende  Aussagen, die nicht ungesühnt bleiben dürfen! #nonazis	2021-05-10T18:15:13Z	1066246067950370800	5	0	0	0
1384131401109278700	@tagesschau Wenn sie CDU nach Einem nach Macht strotzdenden Platzhirsch giert, hätten sie vor wenigen Wochen Merz in den Ring schicken sollen. Der hätte sich Söders dumm ungehobelte Propaganda in persona nicht gefallen lassen. Aber ihr werdet lieber Königsmörder.	2021-04-19T13:06:56Z	3707870296	0	0	0	0
1405111785204719600	"@Karl_Lauterbach Kann Herdenimmunität überhaupt erreicht werden, wenn die Herde lustig in der ganzen Welt herumreist?

Eine Durchimpfung von 60-70% der weltweiten Bevölkerung liegt noch in sehr, sehr weiter Ferne."	2021-06-16T10:35:29Z	91323444	62	0	5	11
1393097381407862800	@DickeFaxen @reitschuster Derzeit ist so einer einfach nicht vorhanden, leider. 😐	2021-05-14T06:54:32Z	740218290358865900	10	0	0	0
1406582009967874e3	@yongddunies @philopolist @Xrxtn @Alice_Weidel @UweJunge Wen interessiert die Geschichte. Die Menschen sind weiter, hier auf jeden Fall. Wenn es nicht omnipräsent dargestellt würde, wäre es hierzulande, für Europäer, gar kein Thema.	2021-06-20T11:57:38Z	796315005557817300	1	0	0	2
1399149266153656300	@Karl_Lauterbach Ob Querdenkern, Impfgegner, oder Andersdenkende, sie alle werden im Moment ziemlich nervös, teilweise wird die Sprache auch aggressiver, weil sie sehen, dass die Menschen das Impfangebot annehmen und Ihnen hierdurch die Felle davon schwimmen.	2021-05-30T23:42:34Z	3226061398	32	0	1	18
1405103841440407600	@alexengelen_ @LibertyLucas26 @greenpeace_de Beim nächsten Mal Bungeejumping in die Menschenmenge? Idioten!	2021-06-16T10:03:56Z	1331198576068862e3	3	0	0	0
1388431581602254800	Wenn die #CDU und die Kandidaten vor Ort an ihren Sichtweisen aus den 90ern festhalten und eventuell die Kandidaten vor Ort es nicht ausschließen das man mit den Nazis der #AfD anbandelt, wie kann man als.normal denkender Mensch diese Partei und diese Personen wählen?	2021-05-01T09:54:19Z	1096909483824111600	5	0	0	1
1392916395990655e3	@SLoggen @milliyetci69 @ArminLaschet @DrGilYaron Du meinst, dass Kinder die Raketen auf Israel schießen?Und rechtfertigst auf diese Art das Töten von Kindern.bald wird der Zionismus die gesamte Erde für sich beanspruchen.Israel ist nur der Anfang.dann will ich mal sehen, wie du reagierst, wenn deutsche Kinder beschossen werden.	2021-05-13T18:55:22Z	1386376670601433e3	0	0	0	0
1389586541719269400	@DIEZEIT #Baerbock ist nicht entzaubert! Sie war nämlich nie verzaubert. Was für ein journalistischer Brei!	2021-05-04T14:23:43Z	2402316589	2	0	0	0
1391771148338278400	TV: Laschet verteidigte die Kohle ggb. FFF(Neubauer), wg https://t.co/FYaTLloGrz.! (Ohne Zahlen!), die 8-12Mrd.€ /J. bekam! Z.Z.19500 Kohle-Kumpels! Mit 8 Mrd. kann man 220.000 Arb. 3000€ brutto pro Monat geben! Es sind aber nur 19500 !  Also wurde RWE wahnsinnig gesponsert!	2021-05-10T15:04:34Z	1640701584	0	0	0	0
1386913327834714e3	"#ZeroCovid wird aus strategischen Gründen verwendet,weil man von dem Begriff #Pandemie ablenken möchte,da Letztere nicht bewiesen werden kann u. da #ZeroCovid wissenschaftlich unmöglich ist,hat man e. Begriff,um weiterhin Maßnahmen zu rechtefertigen

#CoronaVirusDE #Impfgipfel"	2021-04-27T05:21:19Z	960473012	5	0	1	0
1385335191309258800	"Diese Künstler manipulieren subtil und zynisch aus reinem Eigennutz, ohne jedes Gefühl für Verantwortung, und spielen Querdenkern, rechtem Gesindel und anderen Defekten in die Hände. Abstoßend!

#niewiederaufmachen #allesdichtmachen"	2021-04-22T20:50:22Z	3907040254	82	1	8	10
1390762238458347500	@ObenPartei @breida_blick @a_nnaschneider Das eigentlich Unterirdische ist weder Merz noch die Dame sondern Frau Schneider die diesn Furz hier wieder hochkocht um sich in irgendwelchen Telegram Gruppen bejubeln zu lassen.	2021-05-07T20:15:31Z	1231634551136452600	0	0	0	0
1384475789413032e3	@Phewbies @RLebedzow @Karl_Lauterbach Frag deine 3 Follower 🥳	2021-04-20T11:55:25Z	988943514	4	1	1	6
1388546694372024300	@ben_brechtken Doch. Im Staat Israel. Wie ihre  arabischen queren Brüder und Schwestern wenn sie feiern und frei sein wollen.	2021-05-01T17:31:44Z	23047386	0	0	0	1
1392897972254412800	(3/4) ... Sprachfärbungen von einer Druckerei in Mecklenburg, der Uhrenmanufaktur in der Schweiz, von Geheimgesellschaften, Künstlerkreisen, Nazis,  Widerständlern, Großbürgern, Hell’s Angels, Feigheit, Mut, Krieg, Vertreibung, Geheimnissen und Neubeginn. Und immer ist da... https://t.co/kcy6zLB9Ig	2021-05-13T17:42:10Z	176035264	0	0	0	1
1387128591926825e3	"@kojak_le Was ergibt denn daran keinen Sinn? Man kennt die Ausschreitungen von Autonomen und wie dann hier von Polizeigewalt palavert wird.
Das hat nichts mit irgendeinem Weltbild zu tun. Ich finde übrigens beides scheiße, deshalb auch gute Besserung an die verletzten Polizisten."	2021-04-27T19:36:42Z	4850709749	1	0	0	1
1404086664054575e3	@frederic2406 @HToenne @MalteKaufmann Hast du Hetzer gut gebastelt, Mutti wird stolz auf dich sein.	2021-06-13T14:42:02Z	1376733670518751200	1	0	0	3
1398554517147426800	@Melolontha12 @EschViola @FreiFrank3 @herr_sin @Karl_Lauterbach @Alice_Weidel Zum dran gewöhnen haben wir ja jetzt schon mal eine Führerin bekommen!	2021-05-29T08:19:15Z	1359774655687643100	0	0	0	2
1391726522029969400	"Dreck... Liebe  #Afd Ulm... Ich hab mir die Mühe gemacht und mir das durchzulesen.
1. Niemand braucht Autos in der Innenstadt.
2. 10 Minuten Takt für Busse ist großartig.
3. Man kommt sehr wohl noch ins Blautalcenter. Bissel bei der @SWUStadtwerke recherchieren.
4. Sozialer https://t.co/rDoXv7AmXd"	2021-05-10T12:07:14Z	1353350311142977500	1	0	0	1
1390573441032589300	"@vesquever @PeperArno Klar, #Söder. Weil die CDU so fortschrittsfeindlich ist.🤦‍♂️Du nimmst auch Abführmittel, wenn du Durchfall hast, oder?😂
#Merz"	2021-05-07T07:45:18Z	1337542285244948500	0	0	0	0
1392797966721769500	@Esifile @nurlu_kelam @whoisdelgado Zu blöd um zu verstehen das die 3000 jahre bis heute gehen und die juden nie aus dem land vertrieben worden wären, wenn der islam und das Christentum nicht wäre. Das ist wie wenn man Ureinwohner das land weg nimmt und sagt sie dürfen es nicht wiederbekommen Top Einstellung	2021-05-13T11:04:46Z	3290941822	0	0	0	1
1386933922672611300	"Der kälteste April seit 1977 wird  verkündet und schon kommen wieder die ganzen Klimaleugnerdullies aus ihren Löcher gekrochen ""Wo ist denn jetzt euer Klimawandel. Friert eure Greta jetzt wieder?""

Ja Horst der Klimawandel ist erfunden damit du kein Fleisch mehr essen darfst"	2021-04-27T06:43:09Z	1243246107527983e3	2	0	0	0
1393104653995454500	@p_tothe_lankton @DickeFaxen @reitschuster Wir glauben Lankton wäre in Russland wesentlich besser aufgehoben, Genosse	2021-05-14T07:23:26Z	1388826592886104e3	0	0	0	1
1384039584816787500	"Gestern in den Pausen von ""Thor"" 2x zu #AnneWill gezappt. 2x #Altmaier erwischt

Dem sollte man Kopfhörer in die Ohren stecken u. in Dauerschleife sein Plattitüden-Geschwurbel abspielen

Was hatten Sie zum Frühstück?
Zuerst möchte ich sagen, wie toll die Henne das Ei gelegt hat"	2021-04-19T07:02:05Z	1024059414	1	0	1	0
1384213372518867e3	@dandy_beau @Hansklinkhammer @MalteKaufmann Ihr braucht intelligente Menschen ? Haben wir doch ....in der #AfD  !!	2021-04-19T18:32:40Z	720860726017990700	1	0	1	0
1389681912835416e3	6. Menschen (vor allem Querdenker aber auch andere) werden das ausnutzen. Man wird lügen, Impfdokumente fälschen, alles tun um ein wenig Freiheit zu haben. Muss nicht mal aus Bosheit sein, ist dann aber blöd wenn man dann das Virus weiterträgt.	2021-05-04T20:42:41Z	1187901316917616600	0	0	0	1
1403970132251119600	@sunstar1606 @TigerTi34013939 @melusia @reitschuster Du Coronaleugner! Igitt, ein Nazi, Rechtsradikaler und Misogynist!	2021-06-13T06:58:58Z	1176218640968036400	0	0	0	1
1387723839229112300	"@MaximeDemokrat1 @Sudokusamurai1 @DimitriSoupakis @Alice_Weidel Und das ist auch Afghanistan.
https://t.co/zkwXfz6MMY"	2021-04-29T11:02:00Z	1354385911941902300	0	0	0	0
1387363489531023400	@Lucyfer49407833 @Karl_Lauterbach Ist das jetzt Ironie? Falls nicht: Kinder können auch schwer und zudem danach an LongCovid erkranken und dazu ihre ungeimpften  Eltern anstecken, die dann schwer erkranken können. Seit 3.4. kämpft so ein Vater aus meinem Bekanntenkreis auf der ITS um sein Leben.	2021-04-28T11:10:06Z	1094550510613553200	38	1	0	14
1401007825199972400	@shoutingcassy @dutschman @ABaerbock - nicht in der Lage sind rational und wissenschaftlich an das Universum ran zu treten. Wir haben so viel gratis Energie und können sie nicht nutzen weil uns die Anlagen dazu fehlen. Wir brauchen mehr erneuerbare Energien und Speicher. Sonne ist die größte Energiemasse, -	2021-06-05T02:47:49Z	1068265129375146e3	0	0	0	2
1384292731401371600	@Random_Lukas Die größte Krise seit dem 2. Weltkrieg ist nur Propaganda. Ich sehe nicht mal eine Krise. Außer eine Demokratie Krise und eine gespaltene Gesellschaft, was wir Söder und Merkel zu verdanken haben. Mit dem 2. Weltkrieg zu vergleichen ist Verharmlosung.	2021-04-19T23:48:00Z	1371190197287854e3	0	0	0	0
