	c_text	target
3073	Klar Leute die Freiheit als Freiheit Rassismus zu äußern verstehen haben tatsächlich nix bei den Grünen zu suchen 	1
3074	Sie schreiben doch brauner Dreck Das schließt daraus dass Sie Nazis meinen Jedoch erkenne ich gerade dass du ein Kind bist und von Sachen redest die dir dein grüner schwuler Lehrer irgendwie erklärt hat Geh spielen und lass die Erwachsenen über Erwachsenenthemen sprechen 	0
3075	Fragen Sie doch mal Bobbele ob er sich schon impfen ließ Vielleicht sind Sie ja überrascht 	0
3076	Jetzt noch Merz Trio Infernale komplett 	0
3077	Jetzt bleibt es nur in deiner dämlichen Fantasiewelt Heul leise du Vollidiot 	0
3078	Herr dann lassen Sie sich doch auch endlich mal impfen Genießen Sie die tollen Nebenwirkungen so wie ich die gerade genieße Nach der ersten und jetzt nach der zweiten Impfung habe ich hammer Nebenwirkungen und bin zu Zeit arbeitsunfähig 	0
3079	Na Du musst es ja wissen 	0
3080	Nicht verrückt machen ach sch auf die Übersterblichkeit sind ja nur Menschenleben Komm für die Sauna nehmen wir gerne noch ein Menschenleben in Kauf Ist doch egal der Boris hat gesagt es ist egal Dann muss es auch egal sein Was interessieren uns schon Menschenleben 	0
3081	Union der Lügner CDU CSU ist einfach widerlich wie kann man solche Typen nur wählen wie krank muss Mensch sein was ein widerlicher ekelhafter Typ dieser Merz 	1
3082	Das ganze Leid was so unter anderem angestrebt ist oder sowieso kommen wird mit den Grünen kann man sich ja mal wieder ins Gedächtnis rufen 	1
3083	Hach ihr dreht euch wirklich seit März im Kreis und kommt geistig kein Stück voran oder Ioannidis nimmt in seiner Studie auch die offiziellen Zahlen Dass die Todesursache Covid auch bei pathologischen Studien zu bestätigt wurde hat euch Reitschuster wohl verheimlicht 	2
3084	Laschet schon wieder Er lügt Originalton ich brauche einen Vorwand zerstört Heimat amp Kirchen dannibleibt cduabwahl Reminder September Das Land braucht keine satten korrupten Politiker Sondern frischen Wind amp Windkrafträder 	0
3085	Einige von denen mögen die deutsche Staatsbürgerschaft haben deren Sozialisierung erfolgte jedoch nach Sitten aus der ehemaligen Heimat und das wissen Sie 	1
3086	Serap Was seit ihr alle so naiv oder tut ihr nur so Maaßen Höcke In Thüringen sind viele Nazis Wie auch in vielen anderen Ostgebieten Die fühlen sich auch mehr russischer Idoelogien hingezogen Frag mal was Barack der liest das jetzt mit über Putins und NEGER denkt 	1
3087	SIE SIND TEIL dieser ganz GEZIELT INSZENIERTEN LÜGE und versuchen bis heute die Bevölkerung über FREI ERFUNDENE HORRORSZENARIEN in ANGST amp PANIK zu versetzen Dafür gehören Sie VOR GERICHT GESTELLT 	0
3088	Wohl nicht Ich unterwerfen mich nicht und mich nennt niemand Nazi Aber für einige ist ja schön wenn andere deren Furz riechen Unterdrückung Ihr seid Weicheier 	0
3089	antidemokratischen und rechtsextremen Haltung der AfD Sie glauben diesen absoluten Blödsinn wirklich Die ist übrigens derzeit die einzige Partei in unseren Parlamenten welche unsere FDGO nicht mit Füßen tritt 	1
3090	Ich bin Ausländer Nicht NAZI Nicht Kommunist Nicht Kapitalist Nicht Deutsch Nicht Extremist Nicht Kämpfen Aber ich erkenne das AfD ist nicht NAZi Und ich erkenne das CDU ist Ausländer HASS hat Das CDU zerstören Zukunft und Europa Menschen leben 	1
3091	Trump dachte auch er wüsste alles besser und am Ende stellte sich heraus dass er nur ein dämliches Arschloch war Merz denkt wohl auch dass er alles besser weiß und 	0
3092	Problem ist halt das diese feigen Querdenker immer ihre Kinder mitnehmen um Bilder von der auch so bösen Polizei zu erzeugen dabei sind sie die Bösen 	1
3093	Nein Herr die Risikogruppen sind nicht geschützt Insbesondere nicht die Kinder mit Vorerkrankungen Diese Schattenfamilien durchleben momentan die Hölle vor Angst um ihre Kinder BildungAberSicher 	1
3094	Hat die eigentlich schon einen Plan womit sie nach LaschetvsSöder von ihrer Korruption und ihrem Versagen im Kampf gegen ablenken möchte 	0
3095	Wird die AfD oder die CDU stärkste Partei Wahrsagerei vor der Landtagswahl im via 	1
3096	Wider den demokratischen Konsens Baerbock kritisiert Randale am Mai via Es ist die Reaktion der Masse weil Politiker unter der Fahne der Gewerkschaften ihre Lügen weiter verbreiten dürfen Konsens NULL 	1
3097	Niemals war einkalkuliert dass Menschen gefährdet werden Wir bitten um Entschuldigung dafür dass die Aktion so schief gelaufen ist 	2
3098	An einigen Tagen werde ich vor allem wegen coronapandemie arbeiten Währen der Reha bin ich Offline Ab und zu werden in dieser Zeit auf meinem Account Menschen aus ihrem Alltag berichten Bleiben Sie gesund und passen Sie auf sich auf 	2
3099	Was für eine menschenverachende Sprache Ich tippe auf 	1
3100	Aber deine links Grünen Rattenfänger musste mit der Lupe suchen 	1
3101	Du bist der Bodensatz dieser Gesellschaft Ein Nazi durch und durch 	0
3102	Das ist eine Verharmlosung die vielleicht in Ihrem Kopf existiert oder im Kopf derer die das Haar in der Suppe suchen Meine Frau sieht in der Unterscheidung zwischen geimpft und eine erschreckende Parallele 	2
3103	Ob noch Stellung zu ihrem mehr als fragwürdigen Tweet Stellung nimmt Wie ist das Daumen Drücken für die antizionistische Forderung nach from the river Auflösung des Staates Israel zu verstehen 	0
3104	belegt In einer wissenschaftlichen Arbeit ist eine Quelle auch keine Holschuld Viel eher ist die Arbeit einfach scheisse wenn keine unverwechselbaren Quellen dargebracht werden 	2
3105	Weidel bei Lanz sie wirkt einfach nicht intelligent und hart überfordert Ein Glück dass die AfD nichts zu melden hat in Deutschland und in der Bedeutungslosigkeit verschwindet 	1
3106	und dann zur afd wechseln für maximale aufmerksamkeit einfach beste pr 	0
3107	Ach kann man like Gewalt mit so etwas relativieren Das heißt Du bezeichnest Querdenker als gewalttätig Oha 	1
3108	Was soll die Grafik ihrer Meinung nach aussagen Wie wollen Sie die Datem diesmal für Ihre Ansicht auslegen 	0
3109	Wenn das so weitergeht mit Polarisierung Intoleranz Doofheit amp Aggressionen lasse ich Twitter demnächst wieder schließen Smiley 	0
3110	Lol was soll diese Frage Vielleicht habe ich von meinen ukrainischen Großvater Schilko weiß nicht wie er geschrieben wurde ja auch ein paar jüdische Gene Mensch ist Mensch und Juden sind schlau dass ist mal sicher Und die Mächtigen sind überall böse Merkel 	1
3111	Die Regenbogenfahne steht nicht für Homosexualtät sondern für Vielfalt 	2
3112	Ähnlich haben die National Sozialisten auch argumentiert Bodensatz der Gesellschaft und schlimmeres Du solltest dringend deinen Kompass überprüfen wenn Du schon bei abweichenden Meinungen so argumentierst 	0
3113	Peinlich peinlich aber hej tiefer kann man dann zumindest nicht mehr sinken 	2
3114	Schlepper und Schleuser die schweres Heizöl auf dem Mittelmeer verballern und von den Kirchen finanziert werden 	1
3115	In Germany we don t say die Ausgangssperre ist aus wissenschaftlicher Sicht sinnlos we say sollen die rääächten Querdenker und Covidioten überall beschimpft verfolgt und geächtet werden and I think that sounds like we have a heart at the right place allesdichtmachen 	1
3116	Dieses Framing bei Baerbock auf den Verlierer Habeck und das fast lüsterne aber über die fehlende Erfahrung werden wir reden müssen ne ich will mich nicht aufregen aber nervt Und wenn sie noch mal ein Angebot machen sagt schrei ich BINGO heutejournal 	0
3117	Ach Fellatio werd erwachsen rasier Dir den Bart ab nein er sieht weder gut noch stylisch aus zieh Dir den Stock aus dem Arsch und auch du wirst erleben dass die bösen bösen Neuinfektionen bald sinken werden nee hat dann nix mit Bundesnotbremse zu tun 	0
3118	waaaw was ist denn da los da will ich mich auch mitreinlegen 	2
3119	Sind Sie im Moment gar nicht in Aserbeidschan FridaysForFuture 	0
3120	Die leute die das Fordern gucken doch gerne BILD TV Und stecken ein Vermögen in Artikel rein 	1
3121	Denn sie wissen was sie tun und tun es trotzdem Jesus selbst hob das nach Mt Lk Joh auf Wie alle anderen Jünger floh dann auch Petrus MORAL lasst es An die Top Zivilcourage amp Ruhe Teilen einkerzen coronavirus Querdenken COVIDIOTS wirsindviele t 	2
3122	Danke Testpflicht an Schulen muss ich jetzt mein Kind hinprügeln Oder wie stellt ihr euch das vor Ich kann da nichts für wenn Lehrer Horrorstories über Corona den Grundschüler beibringen merkel danke für nichts du elendige Kommunistin 	0
3123	Krass wie sich die linksgrünen Idioten aufregen das ist pure Angst Maaßen in die Nazi Ecke zu stellen ist schon pervers Wenn die linksgrünen Spinner toben dann läuft was verdammt richtig 	1
3124	DIe meisten stayathome Verfechter die alles getan haben um sich nicht zu infizieren brav neg PCR Tests vorweisen haben nicht begriffen Ihr bleibt UNFREI Ihr werdet verarscht von Merkel und Kumpane Kommt heraus und reiht euch ein Gemeinsam für die Freiheit 	1
3125	Die AfD ist in weiten Teilen so islamophob wie antisemitisch Da haben Sie recht 	1
3126	Deine Argumentation entsprechen denen der Gurtgegner Da wärst du auch vorne dabei gewesen und hättest das gesagt weil du dich ohne Gurt besser bewegen kannst Und heute sind solche Menschen lächerlich 	0
3127	Vollkommen daneben 	0
3128	Wer heute in SachsenAnhalt AfD wählt der wählt Arbeitslosigkeit Tristesse und Armut Je mehr Stimmen die AfD heute bekommt desto weniger wird die Wirtschaft in investieren und in andere Bundesländer gehen Das ist einfach so 	1
3129	Danach durften sie auf wehrlose alte Frauen einschlagen und abführen Der Typ ist wohl direkt von den grünlinken rekrutiert worden auch als Gegendemonstranten bekannt Weimar was the best Infektionsschutzgesetz 	2
3130	Schweden Umfrage fast bewerten den Umgang der mit als gut oder sehr gut PS Die Schweden haben auch Wert darauf gelegt dass der Staat nicht das tägliche Leben kriminalisieren darf Korrelation 	1
3131	Könnte der Sprache nach aber auch ein Grüner sein 	1
3132	Im Angesicht unbeschreiblicher menschlicher Katastrophen in Indien und Südamerika kann Patentschutz nicht heilig sein Bisher versagte EU darin eigene Bürger früh zu impfen Vorschlag Patentschutz fällt wenn Lizenzproduktion oder kostenloser Export nicht sichergestellt sind 	2
3133	wodurch wird man denn als normaler Hetero diskriminiert wenn Neuer eine Binde trägt Ernst gemeinte Frage 	2
3134	Also wenn bei dir so Diskurs verläuft dann ist klar warum für dich alles Feinde sind Ich habe gerade einfach nur gebeten darzustellen warum grüne die an sich erstmal pro Klima sind Klimafeinde sein sollen Und dann wird mir die Demokratie abgesprochen 	0
3135	Auf was wartet ihr oder habt ihr Angst vor der Zionisten Keule von PS bin kein Antisemit ich verurteile nur das töten von unschuldigen 	0
3136	Ich finde übrigens HaltDieFresseSpringerPresse ist ziemlich unbasiert Die HaltDieFresseBild spricht nur die Wahrheit aus Ausgangssperre 	1
3137	Nein Können Sie nicht Verallgemeinerte Kollektivverunglimpfungen sind schäbig Egal wo man politisch orientiert ist und egal um welches Thema es geht 	0
3138	Baerbock du geile Sau geboren um Liebe zu geben du Luder Verbotene Träume erleben du Drecksau Ohne Fragen an den Morgen danach Baerbock du geile Sau dein Lächeln ist fordernd und flehend du Luder 	0
3139	Man kann ideologien nicht importieren schon gar nicht wenn sie in der Bevölkerung tief verwurzelt sind 	2
3140	Tja dann bleibt nur noch der Glaube an die Wissenschaft die sich oft genug wie eine Religion gibt 	2
3141	Ihr immer mit euren Pseudostudien zu Pseudoviren Nichts aber auch rein gar nichts bekommt ihr Luschen auf die Reihe Aber die Propagandastudien werden wie Falschgeld aus den Schubladen gezogen 	1
3142	Der Spruch war gut Ich lach jetzt noch 	2
3143	Gerne auch bei schlechtem Wetter die Sache ist schließlich dringend Können in den Harz kommen da sieht man die Folgen der Klimakrise ganz gut Und es ist bei Wolfsburg um die Ecke Wann passt es Ihnen 	0
3144	Merke Für Querdenker ist es ein Beweis für den Rechtstaat wenn Gerichte Urteile in IHREM Sinne fällen In allen anderen Fällen ist es für sie der Beweis einer Diktatur Und Leute wie Reitschuster befeuern diese Denke 	1
3145	Nimm Mal den rostigen Nagel aus dem Kopp 	0
3146	Am Juni wurden in Deutschland Impfdosen verabreicht Damit sind nun Personen der vollständig geimpft Insgesamt haben Personen mindestens eine erhalten 	2
3147	Merz ist ein systemisches Risiko für die Wirtschaftspolitik Adam Tooze In Deutschland ist es eine rein politische Entscheidung ZEIT ONLINE via 	0
3148	Ich bezweifle auch dass es mehr als Euro sind 	2
3149	Jup Ich hätte es ahnen sollen als ich gesehen habe dass sowohl Merz als auch Nuhr trendet 	0
3150	Wie haltet ihr das nur aus Mich machen diese ganzen Querdenker und auch die vielen anderen die die ständig missachten so was von aggressiv Würde ich auf einer arbeiten wäre ich wahrscheinlich kurz davor auf einer Amok zu laufen 	1
3151	Seit wann ist Troll eine Beleidigung Ich bin hier schon ganz anders tituliert worden besonders von Covidioten und Nazis und diese Ausdrücke wiederhole ich hier nicht 	2
3152		2
3153	allesdichtmachen niewiederaufmachen lockdownfürimmer Los teilt die Videos Es geht den Schauspielern nämlich mittlerweile echt dreckig Und weil das ja den ganzen Normies egal sind die lieber der Regierung nachäffen wehren sich die Schauspieler jetzt mit Ironie 	1
3154	Jetzt auf Bremen ein ökumenischer Gottesdienst zum Mai mit Heribert Prantl 	2
3155	Was anderes würde bei mir jedenfalls nicht ins Haus kommen 	2
3156	Es sollte egal sein Viele Vertreter anderer Parteien behaupten sogar daß die Herkunft nicht mal bei Roberto Blanko sichtbar sei alles nur Einbildung 	0
3157	Georg Thiel sitzt seit Tagen im Gefängnis weil er keine zahlen wollte Es darf nicht in Vergessenheit geraten wer in Deutschland nicht für politische Propaganda Geld zahlen will wird vom Staat weggeschlossen DAS WILL ICH VON IHNEN HÖREN 	0
3158	Was bist du denn für einer Ich wünsche dir dass du niemals Probleme bekommst nur weil du versuchst zu helfen und Fakten zu verbreiten 	0
3159	Genau so haben es damals Nazis geschafft in der Gesellschaft toleriert zu werden Bloß nichts gegen sagen sonst sind wir ja eine Diktatur Hahaha und manche begreifen es immer noch nicht Lasst die Idioten doch das Virus verbreiten MeInUngSfReIhEiT 	1
3160	Uwe Du und Deine rechtsextreme faschistische AfD Politsekte würden ohne Zögern Deutschland verraten hättet ihr einen Vorteil daraus Putin haltet Ihr ja schon regelmäßig den Arsch hin Und Du hälst dem Mann vor er solle sich auf Grund der Staatsräson schämen Braunes Pack 	1
3161	Was genau ist an der freiheitlich demokratischen Grundordnung populistische Kacke alter Mann Populistisch ist es die Massen in Panik zu versetzen und jeden der es wagt Freiheit und Demokratie zu fordern als Querdenker oder Rechten in den Dreck zu ziehen 	0
3162	Viel schlimmer finde ich die mittlerweile Likes unter diesem Schwachsinnstweet hinzu bleibt er schuldig wer denn in der CDU gegen Flüchtlinge hetzt Also ist Helge wohl einfach selber der Hetzer und lügt dazu auch noch 	0
3163	Nach der Logik sind SPD Grüne und Linke Parteien genauso staatszersetzend gewaltbereit und extremistisch wir ihre linksextremisten Wähler 	1
3164	Wenn man AFD ˋler braucht um eine Banane zu schälen um eine Glühbirne in eine Fassung zu drehen Ähm da muss man leider die Querdenker und Herr Liefers mit dazu nehmen Dann könnte es gerade so reichen 	1
3165	Ich bin Mutter und arbeite Wären Sie so freundlich mir zu erklären warum ich mit meinen Steuergeldern anderen Frauen die offenbar zu faul oder wohlhabend genug waren um nicht zu arbeiten die Rente bezahlen soll 	1
3166	Offizielle BKA Statistik BKA ist neuerdings linksradikal Müsste man wissen 	1
3167	Können wir auch irgendwann nochmal ohne Angst leben Kaum besteht etwas Hoffnung schon wird diese wieder vernichtet Monate hängt man jetzt nur zu Hause geht nur arbeiten und einkaufen Dann freut man sich das es besser wird und schon kommt der nächste Schlag ins Gesicht 	2
3168	Ey was ist bei euch nicht gut Was hilft denn so ne behinderte Schlagzeile bitte HaltDieFresseBild HaltDieFresseSpringerPresse 	1
3169	AstraZeneca wurde halt leider von den Medien komplett in den Boden gestampft und die meisten glauben sofort alles ohne zu hinterfragen 	2
3170	Bullen riskieren im Dienst ihr Leben nur um dann acab an den Kopf geworfen zu bekommen 	1
3171	Nein aber in Deutschland leben Deutsche Das ist ihr Land und die problematischen Deutsche sind unser Problem Aber problematische Nichtdeutsche sollten nicht das Problem Deutschlands sein Erklär mir bitte warum ein Vergewaltiger aus Syrien hier leben soll 	1
3172	Natürlich Mimimi Bist ja wieder am rumheulen Und schon beleidigen Wirst mich bald blocken So macht ihr es doch immer gell 	0
3173	Unterschied zwischen Wetter und Klima noch nicht verstanden 	0
3174	Einsätze nur in Gießen wenn man das auf alle Städte in Deutschland hochrechnet Sowie den überproportionalen Anteil an Menschen mit Migrationshintergrund die die Intensivbetten belegen Arme Polizei und dann hacken die linken Dauerempörten immer auf sie rum 	1
3175	Jeder auch jeder Querdenker wird gerne auf diesen Teil des Leben gerne verzichten Aber bei euch Rotboppel könnte es durchaus eine etwas größere Lücke geben Na ja Mit genügend Tests seid ihr im November ja wieder im Rennen 	1
3176	Antisemitismus Ich schweige zu den Vorfällen in Israel weil nicht ausreichend informiert bin um Weisheiten von mir zu geben Aber zu diesen Bildern kann man nicht schweigen Judenhass hat in Deutschland keinen Platz mehr Egal von wem 	1
3177	Ich liebe Zynismus Ich finde er ist eine tolle Form um auf Missstände hinzuweisen Aber die Deppen unter dem Hashtag allesdichtmachen decken keine Missstände auf sie sähen nur Zweifel Die Pandemiepolitik ist unter aller Sau Weil sie nicht weit genug geht 	1
3178	Wer immer sich hinter diesem Synonym verbirgt ist anscheinend zu feig für seinen Klarnamen Und hat so denk ich nie in einer sozialistischen Diktatur leben müssen Einmal hat gereicht lieber AfD keine Postkommunisten 	1
3179	Ich hab die Querdenker hier stummgeschaltet Aber irgendjemand scheint nicht zu verstehen dass es sich um ein Virus handelt welches auch bei leichten Verläufen lange im Körper persistieren kann In mehreren Ländern werden Rehakliniken errichtet Wie bei der Grippe Folks Egal 	1
3180	Selbst wenn sie alle das weisse Sklavenband tragen würden würden sie es nicht erkennen sondern eher darüber diskutieren ob das weisse am Armband nicht rassistisch sei Die satanische Elite hat funktionierende geleistet UndDieBibelHatDochRecht 	1
3181	Ich finde auch die Nasen so ekelhaft sieht richtig scheisse aus aber zum Glück wurde ja damit die Grippe Welle irgendwie aber dafür haben wir ja laut Querdenker ja nur eine schnupfen 	2
3182	Deutschland sollte die Augen öffnen wie vorhergesagt ansteckender sind wahrscheinlich schon längst auf dem Weg Maßnahmen die beim Wildtyp gegriffen haben Wechselunterricht in Schulen sind viel zu schwach harter kompletter Lockdown hilft sonst Triage 	2
3183	allesdichtmachen Ja aber die Modelle 	2
3184	Sie hat den Fehler bereits zugegeben Mehr als ausreichend Sie hingegen treten nach unterste Schublade 	0
3185	Auf diese Chance hat Annalena sehnsüchtig gewartet 	0
3186	Diesen Ierrglaube hat Merkel mit dem AKW Ausstieg auch verkündet Heute kauft DE den Strom von Schrott AKW aus F und B und Kohlestrom von PL 	0
3187	der lasche Laschet soll doch endlich zurücktreten diesen Jammerer braucht NIEMAND 	0
3188	Mit einer Faschistin wie Weidel diskutiert man nicht amp man begrüßt sie auch nicht herzlich und freut sich sehr dass sie da ist Markus Lanz 	0
3189	Und ich wette du bist so bloed dass du immer die Bild liest nur um dir deine Bestaetigung zu holen 	1
3190	Da ist doch sowieso nur Norddeutschland drauf auf der ganzen Karte 	0
3191	Ich scheiß auf mabs gen Therapie Solange es Rauchen bewusstes Adipositas bewusster Alkoholmissbrauch gibt also was nun Wollen sie Grippe Opfer retten Dann sprengen sie das dreckige Labor in Wuhan die Luft DoOnlyGoodEveryday Doge 	2
3192	Der Typ ist doch selbst nur ein Fake Ebenso dass ganze RKI Praktikanten im täglichen Lügendelirium Merkel der Anführer allen Übels was in D abgeht Nicht erst seit nein schon seit Eine reine Hütchenspieler Gang 	1
3193	So einen ähnlichen Schwachsinn hat sie auch bei Amtsantritt von sich gegeben Blabla offene Diskussion blabla Portugal blabla Führerschein Die Bilanz spricht für sich Außer dummen Sprüchen und patzigen Antworten kam da nix NieMehrCDUCSU 	1
3194	Es ist so zu kotzen was sich mittlerweile alles für ein Schmutz unter dem Deckmantel Mai so alles auf der Straße rumtreibt brandner noafd FCKNZS fckafd 	1
3195	Ja das würde ich auch gerne wissen 	2
3196	Leider nicht nur Dieses dämlichen Heinis können wir mit ein bisschen guten Willen in die ungenutzten Flugzeuge setzen aber was machen wir mit unseren eigenen Schwachköpfen 	1
3197	Die Mehrheit hat immer recht und diese Aussage in Deutschland A propos Maßnahmen so hart es geht für alle die dahinter stehen mir soll es recht sein 	1
3198	ja bei Hitler lief alles super Ist es das was du sagen willst denke ja 	0
3199	Sie sprechen von Demokratie Sie sind ein Lügner ein Hetzer und ein Rassist Sie dummer Nazi 	0
3200	wir sind im Kindergaren 	2
3201	Nichts neues von der rechtspopulistischen AFD immer Nein und immer Dagegen ohne vernünftige Gegenvorschläge Eure Wähler begreifen auch langsam das man mit so einer Partei das Land nicht vorantreibt sondern ruiniert und teilt AfDVerfassungsfeindlich afdistnichtnormal 	1
3202	Bild eh alles nur Mongos können net mal Atmen ich hoffe die bekommen alle Arschkrebs und Ebola HaltDieFresseBild 	1
3203	Ok dann bitte ein paar Beispiele für die nicht vereinzelten Strömungen die nicht so sind Ich behaupte die gibt es so nicht oder haben quasi kein Gewicht in der AFD 	1
3204	Umgekehrt ist die Logik falsch Nur Wegen Weidel darauf zu schließen dass die AFD kein Problem mit Homosexualität hat ist an der Realität vorbei Ständig wird gegen Homosexuelle gehetzt Glaubst du dass Höcke das dulden würde wenn er Macht hätte 	1
3205	Ich würde nach den neuesten Daten aus der Charite nicht einfach pauschal sagen dass doppelt Geimpfte zu geschützt sind Ich befürchte dass die DeltaVariant im Bereich der vulnerablen Gruppen insbesondere der Älteren trotz Impfung dennoch hart einschlagen könnte 	2
3206	Kannst du in Würde die Risikogruppen auch sterben lassen Oder willst du sie isoliert vereinsamt und verlassen verreckt in Angst den letzten Atemzug nehmen lassen Bin für sofortigen Rauch Verbot von Nikotin und Alkohol Missbrauch Außerdem ist Krebs scheiße 	2
3207	Wahnsinn wie Demos die links von der Mitte kommen niedergeknüppelt werden und wie Querdenker Demos die rechts von der Mitte sind gestreichelt werden von der Polizei und das an einem Tag wo ein die CDU die Grenze zu Nazis öffnet durch die Nominierung von Maaßen niewiederCDU 	1
3208	Logisch und ich bin auch absolut dafür dass einschränkende Maßnahmen hier getroffen werden wegen Todesfällen in Indien und New York 	2
3209	Sein Argument ist so bräsig Von irgendwo muss das Virus von außen eingeschleppt worden sein Ich kann diesen simplen offensichtlichen Lobbyismus zugunsten großer Arbeitgeber nicht ertragen Wette Wochen nach BTW hat ein lukratives Pöstchen als Aufsichtsrat 	0
3210	Geht man auf die Profile der Leute die gegen Tweets verfassen sieht man lauter Impfgegner die auf ihre Profilbilder geschossen haben und aufrufen die Corona Reglungen nicht zu befolgen Da wird einem einiges klar Kanzlerkandidatin 	1
3211	QUERDENKER SONG DEUTSCH amp DEUTLICH Der HON Circle Klartext Wir sagen unsere Meinung deutschdeutlich NoGreatReset JETZT AUF YOUTUBE 	1
3212	Antisemitismus von muslimischen Migranten zählt als rechts 	1
3213	Sahra hier trennen sich unsere Wege Also meiner mit Deinem Geh zur AfD oder zur CDU Grüne FDP NPD alle sind geil auf Dich Nur die Linke nicht 	2
3214	Wer so tief ins greift wie sie darf sich nicht vorwerfen lassen als Nazi bezeichnet zu werden und disqualifizieren Sie sich automatisch von jeder Diskussion Aber so viel Quatsch wie Sie teilen und posten muss man Ihnen keine große Aufmerksamkeit schenken 	0
3215	nur ein kleines Beispiel jetzt wird Apfelkuchen auch rassistisch 	2
3216	Ich denke es wird viel lustiger mit Baerbock da der Unterhaltungswert mit ihr viel höher liegt Kobold ist nur ein Zeichen grammatikalisch usw wer CDU wählt bekommt Baerbock ist nur meine Prognose 	0
3217	Was verstehen Sie nicht daran Es geht nicht um Mann oder Frau oder grün sondern darum die Backen zu machen wo es vielleicht nicht gerade angemessen ist Ein Vordiplom nach Semestern ohne Prüfung und ein ist nun nicht gerade die Krönung 	0
3218	spd hat immer wiedr versucht sarrazin rauszuwerfen und am ende geschafft grüne haben immer wieder gegen palmer geäußert und und entschieden ein verfahren zu starten union macht sich keine mühe das mindeste zu machen alle sind stumm nichts er ist sogar willkommen merz 	1
3219	Tja wenn man schon nicht lernt sondern alles als gegeben hinnimmt dann kann man natürlich nur mit Bildchen oder daherkommen nicht wahr Irgendwie echt witzig wie manche Deutsche sich schon wenigstens direkt von selbst zur Witzfigur degradieren 	1
3220	Hui Die Musterdemokraten vom Kdw drohen weil der und zu allesdichtmachen recherchiert und veröffentlicht haben Dabei schreien die doch gerne sie würden als Presse unter Repressionen leiden 	1
3221	ahhh versuche immer was über antisemitismus israel zu teilen aber tweete dennoch viel zu viel 	2
3222	War das Ihr Argument Ja 	0
3223	Es geht um die täglich neu positiv Getesteten die gestern positiv Getesteten sind ja in Quarantäne also irrelevant Genesene sind keine mehr also auch irrelevant Wen wollen Sie also als Individuum es ist nahezu aussichtslos 	1
3224	Stumm habe ich sie seit ner Weile Mach ich bei den Realitätsverweigerern meist relativ schnell dann kann ich antworten wenn ich Nerven dafür habe und den Rest der Zeit sollen sie meinetwegen ins Nichts brüllen 	1
3225	Er soll es privat machen wenn er sich repräsentiert Hier repräsentiert er Deutschland im Fußball 	0
3226	Wissen Sie nicht oder verschweigen Sie bewusst dass die Influenza für Kinder sehr viel gefährlicher ist als Ich kann mich auch nicht erinnern dass Sie aufgrund dessen schonmal die STIKO Impfempfehlung kritisiert oder die Schließung von Schulen gefordert hätten 	0
3227	Bezeichnend wie Claptons Story hier bagatellisiert wird Bis heute wissen wir nicht wie viele an oder mit C gestorben sind Aber brav mit Maske im Lockdown obwohl das Virus harmloser ist als eine Grippe Aber bei Folgen der Gentherapie rufen die Impfjunkies Vorerkrankung 	1
3228	Was ist im Mai Crew Paket Deimos Outfit Styles Ladebildschirme Battle Pass Rette die Welt Deimos als Held Die ersten Monate Premium kostenlos für neue Spotify Mitglieder Schnappt es euch bevor es verschwindet 	2
3229	Wer so gestgefressen an seiner ach so woken Dummheit ist hat sich weder mit dem Programm noch den Zielen der AfD beschäftigt Den politischen Gegner argumentiert ohne Hass bekämpfen Ja Diffamieren Nein Doch lassen die Linken lieber Brandflaschen fliegen 	1
3230	Ohh ein dummer Typ der bei trump abgeschaut hat Haben sie Belege für Manipulationen per Briefwahl in der Vergangenheit 	0
3231	Oder weil Kinder und Jugendliche selber denken können und Zugang zu Medien haben um sich selbst zu informieren So geschehen bei meiner vollständig geimpften Tochter 	1
3232	Was hätten Sie denn geantwortet wenn ich den Zusatz ein Wessi zu sein nicht geschrieben hätte Vermutlich das übliche abgedroschene Stigmatisierungsprinzip Alles Nazis außer wir linksgrünen Welt und Klimaretter 	0
3233	RT Wer glaubt denn dass die CDU innerhalb kürzester Zeit plus macht obwohl die halbe Partei korrupt ist Merkel die CDU auf links gedreht hat und in der Coronakrise in jeglicher Sicht versagt hat verarscht euch selber 	1
3234	Sie nennen keine Dinge beim Namen und ja indem Sie behaupten wir würden im beginnenden Faschismus leben erdenken Sie sich eine Bedrohungslage Sie sind offenbar irgendwann mal in Ihrer Filterblase falsch abgebogen Das tut mir leid Da hilft auch kein Tee 	0
3235	Ah wir sind mei Memes Jau toller Typ bin ich hast du gut erkannt 	0
3236	wurden ja absolut grundgesetzwidrig an Ausländer ohne jegliche dt Volkszugehörigkeit GG Art verteilt Deutsche sind diese Herren trotzdem nicht 	1
3237	Mensch Mädl macht dich erst einmal schlau bevor Du so einen Scheiss verbreitest Der Schuss kann gehörig nach hinten losgehen Ist schon klar warum Greta nichts wissen will von euch 	0
3238	COMPACT gibt keinen Millimeter nach Die sächsische Linkspolitikerin Juliane Nagel muss sich wegen ihrer Kontakte in die gewaltbereite verantworten Unsere Anklageschrift liegt auf dem Tisch Denen ham sie wohl ins Gehirn geschissen 	1
3239	Das Video solltest du nicht posten Hast du nicht gesehen dass es von Reitschuster ist also unseriös Du solltest nicht die Videos vorlogener Spinner posten Diese Arschlöcher versuchen damit Nazis zu locken Da diese in der Regel nicht besonders klug sind glauben sie den Quatsch 	0
